-2.944921280475597536e-01,-4.916359345423450544e-01,2.106049672841865117e-01,1.100363129271611923e-01,-8.097702942795328984e-02,-9.995090825139309187e-02,-1.035033826805247803e-01,-6.887537583136696395e-02,2.608808107367096563e-01,1.464907260921359256e-01,2.601535729382829509e-01,-2.650860570131849392e-01,-3.889415472845925408e-03,-2.779409537332846458e-01,-6.363881268858247175e-02,9.515994092640210622e-02,-4.722540862272460449e-02,3.331545861115627061e-02,-2.298998476903394428e-01,2.056964677713810918e-01,-5.245403575609559887e-02,-2.287121952248657997e-01,7.820977383201831168e-02,8.947183152903842585e-02,3.659365973517669790e-02,1.816055654654737395e-01,2.003074736104156761e-01,4.592592614754844454e-02,-6.670535192472780428e-02,2.031464051820243769e-02,1.271193516451404049e-01
-2.095405262334819885e-01,2.600784375586627853e-02,-7.959420349769859293e-02,-7.121760643345166619e-02,-4.396187070849214007e-01,2.634767204022813239e-02,1.226289462479923514e-01,3.383326647973011747e-01,-9.679288076606423763e-02,2.016183108990658723e-01,-3.236223136518031479e-02,3.821209307061486371e-02,-5.356589387038721744e-04,-2.585075302759972105e-01,-1.217315780808213704e-01,-8.991524841130231482e-02,1.529136892510272495e-02,7.054564557606735065e-02,2.944786960583399282e-01,2.432199162182570665e-02,-3.010062124355400957e-03,1.558548876289289620e-01,-7.127741214342679654e-02,3.930249285018565936e-02,-1.409765560689315023e-01,-3.037690361605506206e-01,1.999793312422748492e-01,3.534466050457088504e-01,-1.539396073543786714e-01,2.192360128852417211e-01,7.755419409532494923e-02
1.554305644323633051e-01,1.958778439353239531e-01,1.850297305436190420e-01,1.528145918146058824e-01,4.406672281739993924e-01,9.901669668748404318e-02,-1.922540399786506482e-01,-5.151415571190054443e-02,1.421878467022193726e-01,-9.616402966075415781e-02,1.965771248937143653e-02,-5.049045758112606641e-02,-2.024892260140015443e-01,-2.172138208570473239e-01,-2.451088836260451598e-01,7.816964965102959906e-02,-3.409569358883776657e-01,-5.885654691784543424e-02,1.779188001681677456e-01,-4.118692808181175641e-02,8.223195430065158296e-02,-1.457912284283506034e-03,-1.709483873248204000e-01,-5.171716297442283811e-02,-3.060672674477482036e-01,-1.994594995466341877e-03,2.473669743778115215e-01,1.396647735746988084e-01,-1.986504299407326202e-01,1.343779652479708819e-01,-1.608657605139664493e-01
1.165849529902368981e-01,2.050952997366018438e-01,1.750496514875222454e-01,-2.800730665384029150e-01,-6.454160621170992873e-02,-4.584866531232844461e-02,-2.124140976386421908e-01,-2.690748329954107954e-01,-3.275332955793106710e-02,4.227388126101301602e-02,2.043611349678762512e-01,2.110113562766720990e-02,2.772198307239983062e-01,-2.027916579259418650e-01,2.370135535622682754e-01,-3.128763306210115003e-01,9.130277438543052404e-02,1.254014653535390766e-01,2.829102883020574999e-01,5.508403332977911127e-02,3.056909420437542990e-01,-3.138036371855367768e-01,1.602460183710878727e-01,-1.230497354376442198e-01,-1.205429804904413343e-01,6.694896366336902660e-02,-4.028935758839116005e-02,-2.446568713551555002e-02,-8.273278218639431442e-03,1.109342669165305911e-01,1.444907735869735699e-01
4.804127625997259288e-01,-1.253678081970996394e-02,7.469764030482027584e-02,-3.471270474326781930e-02,-2.192024812039423676e-01,-4.664000891108842362e-02,9.870232133232953453e-02,2.352140224783778183e-02,2.209686947621995190e-01,3.034060848414631487e-02,-1.654913485024267772e-01,2.770030181150324178e-01,4.254850481142390117e-02,-2.710341122038817940e-01,-3.107124045903016940e-01,1.448736441983285994e-01,2.359188879939440875e-01,-1.999878397012737896e-01,-2.055907537120121586e-01,-8.610706504868345657e-02,1.446529909974129946e-01,-1.319033480576482786e-01,1.146122773497726260e-01,1.542827168951838301e-01,6.716310926281343630e-02,1.426345388689402860e-01,-1.962091032181740580e-01,1.265589748973821316e-01,-2.201539379589615708e-01,4.054138313002592781e-02,-7.068286497133019486e-02
-1.903274584687198942e-02,-6.616572228691723623e-02,-6.718766182967818301e-02,-1.269173789080056125e-01,5.147399943357194169e-02,-2.069671671174414251e-01,1.649734456550739359e-01,-1.471166756371860840e-01,3.807904141254913055e-01,-1.581368737460241147e-01,-2.450192464967329842e-01,-3.253190500790612005e-01,4.211564578283187310e-01,-1.829357214721935021e-01,2.461258140448515166e-02,2.362391857384964211e-01,4.422395982487544418e-04,1.385283720385271367e-01,3.026086472523177862e-01,-1.722827246710652016e-01,6.456528181137748124e-02,2.416029951527774444e-01,-1.140239672384442959e-01,-3.783076422627024149e-02,1.692581241871836395e-01,-6.737884894224348276e-02,2.446011771117404671e-02,-3.082704983868632398e-02,1.527784178468239058e-02,-1.327564953236218814e-01,-8.457623407697925644e-02
1.294261725829374231e-02,-1.116591256552149636e-01,1.285123862191460964e-01,4.475784026946791165e-03,-1.223253092615766147e-01,1.632082064041720237e-01,-6.962330540821233538e-02,-1.397595925379127857e-01,2.379310118127495877e-01,-1.336928620085087727e-01,-5.556090250662673036e-01,-2.509070137926655911e-02,-3.401007445546657126e-01,4.915992493000555935e-02,2.364293204961436246e-01,-1.774536646970736320e-01,5.621810117525455168e-03,3.290812136945400757e-01,-1.345782288570293028e-01,2.309316939630024212e-01,7.629063985453200802e-02,-9.565290228619893753e-02,-1.093193219570483127e-01,-1.715483903638325147e-01,8.346317549720647100e-02,-1.494723395251711662e-01,-8.506698907402772403e-02,1.035293238606089933e-01,-7.461504352775023829e-02,1.595112860045372061e-01,-3.418832448960365533e-02
5.795692229450697536e-02,-1.234787186647677698e-01,-2.641850778519566796e-03,1.090689699766955317e-01,-3.878661793161080479e-02,2.676107908174381045e-01,-9.429691986898534883e-02,-6.720278360330542156e-02,-1.399890356672438552e-01,-2.528764157449780448e-01,5.892406452194747651e-02,-3.703330213892913614e-02,1.301515293675241658e-01,-1.188791920514733480e-01,-2.730580152668342087e-01,-9.012267173267638973e-03,-6.383534058537147782e-02,3.248087375417084421e-02,-1.528622012884358894e-01,-1.131434767889347437e-01,2.019513846838611182e-01,1.308833948431033511e-01,-3.407184472377303708e-01,-1.030249159656347058e-01,1.995304034024879269e-02,-9.855387912991686594e-02,-1.963096768680946402e-01,-7.286358571731063258e-03,1.404768250198591417e-01,1.466522235040546365e-02,6.279297426085492795e-01
-1.703997110409729843e-01,1.468401639410752135e-01,8.570811492715214863e-02,-2.483835385706697207e-01,3.035452754389803554e-01,2.115001230502765450e-01,7.288515731326508651e-02,-1.626454065946856820e-01,2.801970606275783898e-02,5.368167833860880700e-01,-9.173312433331688720e-02,-1.401938289388384440e-01,-3.278396930198209519e-02,-1.615428288923562716e-01,-1.676475479237195532e-01,5.045519921979699229e-02,4.880285983935091915e-02,7.759602886900872180e-03,-2.138631959906702462e-01,-6.563048821526731857e-02,-7.928414193218198680e-02,1.387560025170726241e-01,2.678237663143158143e-01,-1.316376188451067186e-01,-2.133154931652482544e-02,-2.968006289640454654e-01,-2.711250997096161797e-01,-5.204070980853912204e-02,-1.312309143284895972e-02,2.255840676456560747e-03,6.964832088982117475e-02
-2.523109080953393479e-01,1.040673479171888745e-02,-3.360557762346595423e-01,2.414601658562339631e-02,3.555811220946888951e-01,1.971743680661096065e-01,-6.152950263135369829e-02,5.845720303549607061e-02,3.757707155195681714e-02,-4.726069612437792250e-02,-7.857322192340515654e-02,1.092769789614082970e-01,2.459339077754473801e-01,-1.476285868019331093e-01,7.490570838351264438e-05,-1.520378094197705199e-01,3.495826888058741200e-01,-1.271940606853030897e-01,-1.187231283522755115e-01,9.893121636587352830e-02,9.700964200279221794e-02,-5.923401470272377650e-02,-1.678540309485849757e-01,1.321899708588168132e-01,1.844340787641535195e-01,9.809088084456511758e-02,1.220728239159108441e-01,2.918818309383543631e-03,8.682348049573533622e-02,4.578285535356352298e-01,-1.628207389817496187e-01
